scene,patch_cal,SAR_Longitude,SAR_Latitude,SAR_Start_Time,SAR_End_Time,Detection_Time,MMSI,Sog,Cog,True_Head,AIS_Longitude,AIS_Latitude,AIS_Length,AIS_Width,Ship_Type,Nav_Status,Draught,Gross_tonnage,Deadweight,category,has_ais,_orig_order,Pred_Lat,Pred_Lon,Kalman_Lat,Kalman_Lon,Kalman_Shift_m
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x1420_y13821.tif,119,38.8,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,235111246,1.47,27.419999999999998,273.0,119.119682,38.802235,399,54,71,0,131,178228.0,184700.0,Cargo,True,439,38.802235,119.119682,38.802235,119.119682,0.0
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x56529_y8322.tif,123,31.1,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,235111684,0.0,16.6,268.0,122.730194,31.080446,180,32,70,1,51,25598.0,38330.0,Cargo,True,3701,31.080446,122.730194,31.080446,122.730194,0.0
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x8968_y15176.tif,118,38.8,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,235111764,0.0,5.3100000000000005,114.0,118.231773,38.808395,327,57,70,1,186,134693.0,262205.0,Cargo,True,947,38.808395,118.231773,38.808395,118.231773,0.0
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Cargo_x64672_y2351.tif,117,22.2,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,235603000,1.95,9.2,92.0,116.53093,22.158167,299,42,74,0,135,76067.0,75814.0,Cargo,True,5618,22.158167,116.53093,22.158167,116.53093,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x48577_y3670.tif,123,30.5,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,235645000,0.01,31.189999999999998,145.0,122.568054,30.462337,260,32,70,1,126,39941.0,50790.0,Cargo,True,3997,30.462337,122.568054,30.462337,122.568054,0.0
S1A_IW_SLC__1SDV_20150925T094621_20150925T094649_007870_00AF94_3E64,Cargo_x868_y2592.tif,123,30.8,9/25/2015 9:46,9/25/2015 9:46,9/25/2015 9:46,236111885,0.01,21.5,35.0,122.605209,30.75897,182,0,79,1,75,47053.0,12806.0,Cargo,True,3171,30.75897,122.605209,30.75897,122.605209,0.0
S1A_IW_SLC__1SDV_20160511T102500_20160511T102530_011210_010F14_C7E0,Other Type_x23182_y4599.tif,115,22.2,5/11/2016 10:25,5/11/2016 10:25,5/11/2016 10:25,236111941,1.65,26.639999999999997,266.0,115.085808,22.185337,267,32,0,0,120,43071.0,55476.0,Other Type,True,4970,22.185337,115.085808,22.185337,115.085808,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Cargo_x20411_y6834.tif,123,30.7,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,236559000,0.01,2.6,211.0,122.685333,30.686317,168,28,70,1,87,36711.0,11215.0,Cargo,True,1434,30.686317,122.685333,30.686317,122.685333,0.0
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x8013_y14875.tif,118,38.8,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,236608000,1.6300000000000001,9.85,96.0,118.347054,38.824913,158,23,70,0,70,12514.0,14213.0,Cargo,True,958,38.824913,118.347054,38.824913,118.347054,0.0
S1A_IW_SLC__1SDV_20160324T102458_20160324T102528_010510_00F9BF_852E,Other Type_x5074_y6242.tif,114,22.3,3/24/2016 10:24,3/24/2016 10:25,3/24/2016 10:24,238383838,0.61,2.4699999999999998,24.0,114.335716,22.268167,0,0,0,0,0,,,Other Type,True,4340,22.268167,114.335716,22.268167,114.335716,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x9265_y15107.tif,118,38.8,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,239612000,0.0,33.8,96.0,118.20005,38.819016,289,45,70,1,177,87523.0,171997.0,Cargo,True,500,38.819016,118.20005,38.819016,118.20005,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Cargo_x56610_y8872.tif,123,31.1,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,239652000,0.01,31.9,7.0,122.72628,31.1472,224,32,70,1,138,39783.0,75100.0,Cargo,True,4623,31.1472,122.72628,31.1472,122.72628,0.0
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x4627_y13983.tif,119,38.8,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,239697000,0.0,13.4,70.0,118.749397,38.844501,327,57,79,1,208,154552.0,285771.0,Cargo,True,326,38.844501,118.749397,38.844501,118.749397,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Cargo_x58816_y8151.tif,123,31.1,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,239847000,0.06999999999999999,5.01,37.0,122.81987,31.069691,190,32,70,1,120,29499.0,52067.0,Cargo,True,4637,31.069691,122.81987,31.069691,122.81987,0.0
S1A_IW_SLC__1SDV_20160518T084126_20160518T084153_011311_011260_F250,Cargo_x42575_y12070.tif,140,35.5,5/18/2016 8:41,5/18/2016 8:41,5/18/2016 8:41,240138000,1.4,23.3,234.0,139.825668,35.473751,189,32,79,0,120,30057.0,52454.0,Cargo,True,5461,35.473751,139.825668,35.473751,139.825668,0.0
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Tanker_x43053_y2356.tif,116,22.0,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,240169000,1.3699999999999999,25.8,256.0,115.836769,22.027617,332,58,89,0,208,157878.0,299222.0,Tanker,True,5590,22.027617,115.836769,22.027617,115.836769,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Tanker_x5026_y14128.tif,119,38.8,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,240247000,0.8,32.7,326.0,118.703316,38.835167,333,60,80,0,210,161175.0,319247.0,Tanker,True,629,38.835167,118.703316,38.835167,118.703316,0.0
S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2,Cargo_x922_y12848.tif,119,38.9,4/19/2016 22:12,4/19/2016 22:12,4/19/2016 22:12,240589000,0.0,5.6,254.0,119.194351,38.885517,289,45,70,1,179,87050.0,171680.0,Cargo,True,1863,38.885517,119.194351,38.885517,119.194351,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x616_y12432.tif,119,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,240706000,0.01,5.09,134.0,119.238091,38.918125,292,45,70,1,183,89990.0,177720.0,Cargo,True,438,38.91812504608262,119.2380910052756,38.91812500614435,119.2380910007034,0.0006859252276546826
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x8911_y15048.tif,118,38.8,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,240706000,0.0,21.669999999999998,112.0,118.240837,38.818878,292,45,70,1,183,89990.0,177720.0,Cargo,True,952,38.918125044546535,119.23809100509975,38.84540282259595,118.50736368287744,23273.99498655574
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x9256_y14852.tif,118,38.8,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,240719000,0.0,6.74,303.0,118.208145,38.841164,292,45,70,1,183,91373.0,178002.0,Cargo,True,774,38.841164,118.208145,38.841164,118.208145,0.0
S1A_IW_GRDH_1SDV_20150916T221233_20150916T221258_007746_00AC44_BA63,Cargo_x6973_y12666.tif,118,38.7,9/16/2015 22:12,9/16/2015 22:12,9/16/2015 22:12,240927000,0.0,17.8,261.0,118.43557,38.677166,292,45,79,1,182,94008.0,180018.0,Cargo,True,62,38.677166,118.43557,38.677166,118.43557,0.0
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x5641_y14141.tif,119,38.8,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,240928000,0.0,19.4,89.0,118.63076,38.847233,292,45,70,1,183,91373.0,177974.0,Cargo,True,902,38.847233,118.63076,38.847233,118.63076,0.0
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x4992_y13569.tif,119,38.9,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,240979000,0.0,2.6,86.0,118.71653,38.888233,292,45,70,1,180,91656.0,180391.0,Cargo,True,891,38.888233,118.71653,38.888233,118.71653,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Cargo_x8669_y15141.tif,118,38.8,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,240980000,0.0,14.6,60.0,118.267067,38.806068,292,45,70,1,182,89891.0,179700.0,Cargo,True,667,38.806068,118.267067,38.806068,118.267067,0.0
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x650_y12799.tif,119,38.9,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,241014000,0.0,16.6,62.0,119.225952,38.88475,292,44,70,1,182,93360.0,182060.0,Cargo,True,317,38.88475,119.225952,38.88475,119.225952,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Cargo_x1006_y13027.tif,119,38.9,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,241054000,0.0,12.4,219.0,119.182549,38.871601,292,45,70,1,182,93360.0,182060.0,Cargo,True,610,38.871601,119.182549,38.871601,119.182549,0.0
S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3,Cargo_x9211_y7385.tif,118,38.8,9/28/2015 22:12,9/28/2015 22:13,9/28/2015 22:12,241058000,0.01,30.8,298.0,118.2108,38.834751,292,45,70,1,167,91656.0,180391.0,Cargo,True,168,38.834751,118.2108,38.834751,118.2108,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x732_y12958.tif,119,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,241060000,0.01,5.2,129.0,119.213364,38.872749,292,45,70,1,182,93916.0,179700.0,Cargo,True,434,38.872749,119.213364,38.872749,119.213364,0.0
S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2,Cargo_x10371_y14321.tif,118,38.9,4/19/2016 22:12,4/19/2016 22:12,4/19/2016 22:12,241075000,0.01,5.57,336.0,118.090508,38.906731,190,33,70,1,65,33044.0,57000.0,Cargo,True,1948,38.906731,118.090508,38.906731,118.090508,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Cargo_x53764_y5062.tif,123,30.7,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,241125000,0.43,0.67,8.0,122.722366,30.661394,289,45,79,0,180,91499.0,174667.0,Cargo,True,4667,30.661394,122.722366,30.661394,122.722366,0.0
S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A,Cargo_x6078_y14470.tif,119,38.7,5/13/2016 22:12,5/13/2016 22:12,5/13/2016 22:12,241145000,0.02,26.1,123.0,118.534882,38.659119,250,43,70,1,150,61504.0,114013.0,Cargo,True,2026,38.659119,118.534882,38.659119,118.534882,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Cargo_x698_y12437.tif,119,38.9,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,241149000,0.01,12.0,230.0,119.230469,38.919201,292,45,70,1,174,91656.0,180575.0,Cargo,True,605,38.919201,119.230469,38.919201,119.230469,0.0
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,Tanker_x77_y7930.tif,114,22.2,4/5/2016 10:24,4/5/2016 10:25,4/5/2016 10:24,241218000,0.0,21.1,93.0,114.14357,22.171284,183,32,80,1,860,29968.0,51309.0,Tanker,True,1599,22.171284,114.14357,22.171284,114.14357,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Tanker_x53294_y9233.tif,123,31.2,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,241218000,0.0,7.4,154.0,122.594299,31.1756,183,32,80,0,860,29968.0,51309.0,Tanker,True,4182,22.171284,114.14357,28.769101291759466,120.33575227394209,344845.8228881816
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x5383_y13810.tif,119,38.9,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,241246000,0.05,32.9,,118.667503,38.872501,224,32,70,1,0,39858.0,75121.0,Cargo,True,341,38.87250119422532,118.6675031613909,38.87250102589671,118.66750302151878,0.0034296266428333576
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x6049_y13487.tif,119,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,241246000,0.0,2.1,,118.600014,38.913631,224,32,70,1,0,39858.0,75121.0,Cargo,True,479,38.87250118775114,118.66750315601121,38.902638622561554,118.61805119091613,1982.3706322914095
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x5345_y14122.tif,119,38.8,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,241256000,0.0,34.54,73.0,118.665123,38.843903,300,50,70,1,0,106727.0,205938.0,Cargo,True,342,38.843903,118.665123,38.843903,118.665123,0.0
S1A_IW_GRDH_1SDV_20150916T221233_20150916T221258_007746_00AC44_BA63,Tanker_x6004_y10788.tif,119,38.8,9/16/2015 22:12,9/16/2015 22:12,9/16/2015 22:12,241295000,0.76,27.57,,118.586327,38.82769,333,58,83,0,225,160036.0,310106.0,Tanker,True,46,38.82769,118.586327,38.82769,118.586327,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Cargo_x51240_y2161.tif,123,30.3,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,241313000,0.02,28.29,30.0,122.707741,30.290071,366,48,71,1,97,140979.0,141356.0,Cargo,True,4688,30.29007108147833,122.70774105078642,30.29007101086378,122.70774100677153,0.0013718513303409116
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x51489_y784.tif,123,30.3,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,241313000,0.02,18.009999999999998,303.0,122.71154,30.286049,366,48,71,1,97,140979.0,141356.0,Cargo,True,5323,30.290071078762388,122.70774104909356,30.28712394309908,122.7105246901809,154.24323445220074
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x5109_y14012.tif,119,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,241316000,0.0,19.14,102.0,118.694305,38.850456,292,45,70,1,0,92990.0,180000.0,Cargo,True,471,38.850456,118.694305,38.850456,118.694305,0.0
S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054,Cargo_x9265_y12584.tif,118,38.9,5/25/2016 22:12,5/25/2016 22:12,5/25/2016 22:12,241317000,0.8300000000000001,32.1,315.0,118.215576,38.877327,225,32,70,0,600,41882.0,76000.0,Cargo,True,2300,38.877327,118.215576,38.877327,118.215576,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x8666_y15025.tif,118,38.8,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,241339000,0.0,5.2299999999999995,301.0,118.270561,38.816257,292,45,79,1,710,93274.0,179276.0,Cargo,True,780,38.816257,118.270561,38.816257,118.270561,0.0
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x5076_y12170.tif,119,38.8,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,241427000,0.01,22.82,322.0,118.69796,38.848763,292,45,70,1,183,93490.0,179318.0,Cargo,True,2586,38.848763,118.69796,38.848763,118.69796,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x53782_y8219.tif,123,31.1,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,244379000,0.02,22.9,171.0,122.637115,31.051916,110,20,70,0,77,7966.0,6993.0,Cargo,True,4064,31.051916,122.637115,31.051916,122.637115,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x52507_y8287.tif,123,31.1,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,244726000,0.01,12.05,173.0,122.590469,31.054817,156,22,79,1,102,13706.0,18150.0,Cargo,True,4117,31.054817,122.590469,31.054817,122.590469,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Tanker_x53301_y6916.tif,123,31.1,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,245389000,0.0,9.23,5.0,122.621666,31.053516,129,18,80,1,80,6288.0,6674.0,Tanker,True,5249,31.053516,122.621666,31.053516,122.621666,0.0
S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44,Cargo_x8706_y14769.tif,118,38.8,3/26/2016 22:12,3/26/2016 22:12,3/26/2016 22:12,247009600,1.48,10.0,101.0,118.269119,38.845032,285,40,79,0,127,68888.0,63104.0,Cargo,True,1078,38.84503874320415,118.26912052663042,38.84503289909389,118.26911920355073,0.10151694876774532
S1A_IW_SLC__1SDV_20160312T102458_20160312T102528_010335_00F4DB_2C24,Cargo_x10940_y7165.tif,115,22.4,3/12/2016 10:24,3/12/2016 10:25,3/12/2016 10:24,247009600,0.01,20.3,82.0,114.55127,22.425682,285,40,79,1,127,68888.0,63104.0,Cargo,True,4276,38.845038518430684,118.26912047574272,26.813928730983697,115.54490487102255,498173.3337884914
S1A_IW_SLC__1SDV_20150914T102506_20150914T102536_007710_00AB4B_29F8,Cargo_x34496_y2734.tif,115,22.4,9/14/2015 10:25,9/14/2015 10:25,9/14/2015 10:25,247074400,0.5700000000000001,7.6,77.0,115.46582,22.364799,92,17,78,0,66,3907.0,5861.0,Cargo,True,3059,22.364799,115.46582,22.364799,115.46582,0.0
S1A_IW_GRDH_1SDV_20160523T102501_20160523T102530_011385_0114CC_4FED,Cargo_x3220_y6470.tif,114,22.1,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,247255300,0.0,20.15,130.0,114.47039,22.094536,225,32,70,1,140,39976.0,76469.0,Cargo,True,2138,22.094536,114.47039,22.094536,114.47039,0.0
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Cargo_x7318_y4706.tif,114,22.1,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,247255300,0.0,20.15,130.0,114.47039,22.094536,225,32,70,1,140,39976.0,76469.0,Cargo,True,5533,22.094536,114.47039,22.094536,114.47039,0.0
S1A_IW_SLC__1SDV_20160609T224735_20160609T224805_011640_011CF2_5CD4,Cargo_x23882_y9954.tif,104,1.25,6/9/2016 22:47,6/9/2016 22:48,6/9/2016 22:47,247268700,1.9,8.2,82.0,104.119987,1.258893,264,32,74,0,127,42020.0,53641.0,Cargo,True,5646,1.258893,104.119987,1.258893,104.119987,0.0
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,Cargo_x767_y7719.tif,114,22.2,4/5/2016 10:24,4/5/2016 10:25,4/5/2016 10:24,247283500,0.77,32.37,326.0,114.213074,22.164627,264,32,71,0,127,42020.0,53644.0,Cargo,True,1600,22.164627,114.213074,22.164627,114.213074,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Cargo_x5914_y14125.tif,119,38.9,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,247304400,0.03,15.040000000000001,243.0,118.603394,38.853642,291,45,70,1,183,91373.0,178076.0,Cargo,True,641,38.853642,118.603394,38.853642,118.603394,0.0
S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2,Tanker_x10442_y14583.tif,118,38.9,4/19/2016 22:12,4/19/2016 22:12,4/19/2016 22:12,247316800,0.0,17.46,327.0,118.077126,38.884468,183,32,89,1,112,29840.0,51034.0,Tanker,True,1946,38.884468,118.077126,38.884468,118.077126,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Cargo_x20070_y4149.tif,123,30.4,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,248052000,0.01,18.6,255.0,122.700348,30.440434,363,45,71,1,155,131332.0,128550.0,Cargo,True,1399,30.440434043848562,122.70034801711601,30.440434005846473,122.70034800228214,0.0006859249164193776
S1A_IW_SLC__1SDV_20160324T102458_20160324T102528_010510_00F9BF_852E,Cargo_x12151_y2196.tif,115,21.8,3/24/2016 10:24,3/24/2016 10:25,3/24/2016 10:24,248052000,1.09,8.0,80.0,114.725098,21.820601,363,45,71,0,155,131332.0,128550.0,Cargo,True,4390,30.440434042386944,122.70034801654548,24.124342570348404,116.85656793760681,336490.6919793585
S1A_IW_SLC__1SDV_20151020T102506_20151020T102536_008235_00B97C_35E5,Cargo_x6805_y290.tif,114,21.9,10/20/2015 10:25,10/20/2015 10:25,10/20/2015 10:25,248605000,0.04,3.95,66.0,114.493759,21.874655,224,32,70,1,71,40264.0,75206.0,Cargo,True,3429,21.874655,114.493759,21.874655,114.493759,0.0
S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054,Cargo_x2104_y9856.tif,119,39.0,5/25/2016 22:12,5/25/2016 22:12,5/25/2016 22:12,248834000,0.0,14.76,240.0,119.0858,39.008854,190,30,70,1,64,26922.0,43769.0,Cargo,True,2234,39.008854,119.0858,39.008854,119.0858,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x9327_y13926.tif,118,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,248846000,0.0,29.139999999999997,152.0,118.220428,38.927593,223,32,70,1,0,35595.0,44144.0,Cargo,True,535,38.927593,118.220428,38.927593,118.220428,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x7169_y14826.tif,118,38.8,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,248846000,1.6600000000000001,9.42,94.0,118.44252,38.815533,223,32,70,0,81,35595.0,44144.0,Cargo,True,787,38.927593,118.220428,38.84548222048998,118.38316356347438,6125.813962981674
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x9203_y12499.tif,118,38.9,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,248846000,0.02,30.369999999999997,39.0,118.222168,38.886227,223,32,70,1,81,35595.0,44144.0,Cargo,True,2622,38.8018062739421,118.46972503340757,38.86362756282605,118.28843904367268,6263.139293626992
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x53968_y7816.tif,123,31.2,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,248853000,0.0,15.2,28.0,122.621918,31.168068,292,45,79,1,112,91971.0,175935.0,Cargo,True,5218,31.168068,122.621918,31.168068,122.621918,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x9309_y14235.tif,118,38.9,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,248954000,0.0,25.55,132.0,118.213928,38.89846,190,32,70,1,68,28718.0,50992.0,Cargo,True,531,38.89846,118.213928,38.89846,118.213928,0.0
S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5,Cargo_x6108_y7892.tif,115,22.3,4/5/2016 10:24,4/5/2016 10:25,4/5/2016 10:24,249026000,1.6800000000000002,24.619999999999997,245.0,114.720245,22.266731,129,20,71,0,80,7464.0,8165.0,Cargo,True,1635,22.26673806593522,114.72024849893785,22.266731942124697,114.72024546652506,0.11523545516885779
S1A_IW_SLC__1SDV_20160312T102458_20160312T102528_010335_00F4DB_2C24,Cargo_x1213_y5012.tif,114,22.1,3/12/2016 10:24,3/12/2016 10:25,3/12/2016 10:24,249026000,0.0,3.56,90.0,114.207504,22.086386,129,20,71,1,62,7464.0,8165.0,Cargo,True,4245,22.266737830404047,114.7202483823066,22.134586934629144,114.34454036052738,15100.349778049975
S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8,Cargo_x10971_y14420.tif,118,38.9,3/2/2016 22:12,3/2/2016 22:12,3/2/2016 22:12,249044000,0.0,3.66,161.0,118.021385,38.907516,147,23,72,1,71,9940.0,13760.0,Cargo,True,924,38.907516,118.021385,38.907516,118.021385,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x8321_y15756.tif,118,38.7,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,249109000,0.0,3.2,119.0,118.293503,38.745667,189,31,70,1,116,27011.0,46645.0,Cargo,True,486,38.745667,118.293503,38.745667,118.293503,0.0
S1A_IW_SLC__1SDV_20160511T102500_20160511T102530_011210_010F14_C7E0,Other Type_x1308_y3810.tif,114,21.9,5/11/2016 10:25,5/11/2016 10:25,5/11/2016 10:25,249168000,0.01,27.4,77.0,114.243698,21.938032,0,0,0,1,82,94440.0,110525.0,Other Type,True,4909,21.938032041074834,114.24369802295324,21.938032005476643,114.24369800306043,0.0006859249742126938
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Other Type_x1330_y3823.tif,114,21.9,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,249168000,0.0,10.65,108.0,114.245232,21.939217,0,0,0,1,82,94440.0,110525.0,Other Type,True,5510,21.93803203970567,114.24369802218814,21.93890030682557,114.24482202820172,55.0284858155392
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x60527_y1711.tif,123,30.3,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,249169000,0.86,8.77,100.0,123.0298,30.284901,300,48,71,0,84,94440.0,110521.0,Cargo,True,4018,30.284901,123.0298,30.284901,123.0298,0.0
S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F,Cargo_x9993_y15023.tif,118,38.8,1/26/2016 22:12,1/26/2016 22:12,1/26/2016 22:12,249172000,0.0,15.930000000000001,258.0,118.121193,38.838203,190,28,70,1,74,23974.0,37985.0,Cargo,True,680,38.838203,118.121193,38.838203,118.121193,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x10832_y14602.tif,118,38.9,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,249203000,0.01,18.6,321.0,118.032158,38.890182,0,0,79,1,76,90745.0,101906.0,Cargo,True,800,38.89018204384857,118.0321580189589,38.890182005846476,118.03215800252785,0.0006859248487363917
